SourceFile,About,Artist,Caption-Abstract,CaptionWriter,Comment,CopyrightFlag,CopyrightNotice,Description,FileName,Headline,ObjectName,Rights,Subject,URL,WebStatement
/Users/alina/Desktop/nazomerse-werksessies/4_donderdag/beelden klaar voor publicatie/WorkspaceBarok/PK_OT_00573-eAPXZkFPIEoETW9Ma8EBeVjf.jpg,,,,,,,,,PK_OT_00573-eAPXZkFPIEoETW9Ma8EBeVjf.jpg,,,,,,
/Users/alina/Desktop/nazomerse-werksessies/4_donderdag/beelden klaar voor publicatie/WorkspaceBarok/PK_OT_00693-JGOUe8rQoWVTvnRXYgN5Vaza.jpg,,,,,,,,,PK_OT_00693-JGOUe8rQoWVTvnRXYgN5Vaza.jpg,,,,,,
/Users/alina/Desktop/nazomerse-werksessies/4_donderdag/beelden klaar voor publicatie/WorkspaceBarok/PK_OT_00717-s1LKYhWVUPVFPIeWiXk05n2a.jpg,,,,,,,,,PK_OT_00717-s1LKYhWVUPVFPIeWiXk05n2a.jpg,,,,,,
/Users/alina/Desktop/nazomerse-werksessies/4_donderdag/beelden klaar voor publicatie/WorkspaceBarok/PK_OT_00826-p2ESJUapRV1FPOXQoU1dBzGM.jpg,,,,,,,,,PK_OT_00826-p2ESJUapRV1FPOXQoU1dBzGM.jpg,,,,,,
/Users/alina/Desktop/nazomerse-werksessies/4_donderdag/beelden klaar voor publicatie/WorkspaceBarok/PK_OT_01250-IYQaobLUDUIO5B3KN5ujRlwA.jpg,,,,,,,,,PK_OT_01250-IYQaobLUDUIO5B3KN5ujRlwA.jpg,,,,,,
/Users/alina/Desktop/nazomerse-werksessies/4_donderdag/beelden klaar voor publicatie/WorkspaceBarok/PK_OT_01299-f1QbHKlTT9XTdPapwUNRUf2g.jpg,,,,,,,,,PK_OT_01299-f1QbHKlTT9XTdPapwUNRUf2g.jpg,,,,,,
/Users/alina/Desktop/nazomerse-werksessies/4_donderdag/beelden klaar voor publicatie/WorkspaceBarok/PK_OT_02229-q2jiUKdIWB7VTFPnVbR3Ho68.jpg,,,,,,,,,PK_OT_02229-q2jiUKdIWB7VTFPnVbR3Ho68.jpg,,,,,,
/Users/alina/Desktop/nazomerse-werksessies/4_donderdag/beelden klaar voor publicatie/WorkspaceBarok/PK_OT_02235-f1PUTXk7TfROcakReMWvGubQ.jpg,,,,,,,,,PK_OT_02235-f1PUTXk7TfROcakReMWvGubQ.jpg,,,,,,
/Users/alina/Desktop/nazomerse-werksessies/4_donderdag/beelden klaar voor publicatie/WorkspaceBarok/PK_RH_P_536-a1cPdXEoUWpZWPQdqXKEVuRj.jpg,,,,,,,,,PK_RH_P_536-a1cPdXEoUWpZWPQdqXKEVuRj.jpg,,,,,,
/Users/alina/Desktop/nazomerse-werksessies/4_donderdag/beelden klaar voor publicatie/WorkspaceBarok/RSL_2008_001_003-W27cYJSQjLf8WTVYWRhhErrf.jpg,,,,,,,,,RSL_2008_001_003-W27cYJSQjLf8WTVYWRhhErrf.jpg,,,,,,
/Users/alina/Desktop/nazomerse-werksessies/4_donderdag/beelden klaar voor publicatie/WorkspaceBarok/RSL_2008_001_004-Z1ObLfUWVqYcUhYskeJNZdG4.jpg,,,,,,,,,RSL_2008_001_004-Z1ObLfUWVqYcUhYskeJNZdG4.jpg,,,,,,
/Users/alina/Desktop/nazomerse-werksessies/4_donderdag/beelden klaar voor publicatie/WorkspaceBarok/RSL_2011_021_050_03_12-o1eUslaWHIUCQSmHIpED9djO.jpg,,,,,,,,,RSL_2011_021_050_03_12-o1eUslaWHIUCQSmHIpED9djO.jpg,,,,,,
/Users/alina/Desktop/nazomerse-werksessies/4_donderdag/beelden klaar voor publicatie/WorkspaceBarok/RSL_2011_021_050_07_12-s24cJpKZWSRzbSLagJYijeAT.jpg,uuid:faf5bdd5-ba3d-11da-ad31-d33d75182f1b,,,,,,,,RSL_2011_021_050_07_12-s24cJpKZWSRzbSLagJYijeAT.jpg,,,,,,
/Users/alina/Desktop/nazomerse-werksessies/4_donderdag/beelden klaar voor publicatie/WorkspaceBarok/RSL_2011_021_078-P1WFTVpfhaLhSWdEvnXXNqzx.jpg,,,,,,,,,RSL_2011_021_078-P1WFTVpfhaLhSWdEvnXXNqzx.jpg,,,,,,
/Users/alina/Desktop/nazomerse-werksessies/4_donderdag/beelden klaar voor publicatie/WorkspaceBarok/RSL_2011_025_247-J2PpEVjXXagLRVuIM6wi6DIc.jpg,,,,,,,,,RSL_2011_025_247-J2PpEVjXXagLRVuIM6wi6DIc.jpg,,,,,,
/Users/alina/Desktop/nazomerse-werksessies/4_donderdag/beelden klaar voor publicatie/WorkspaceBarok/RSL_2011_025_268-t1WGUZJRcVSJT1avY9rRXPuO.jpg,,,,,,,,,RSL_2011_025_268-t1WGUZJRcVSJT1avY9rRXPuO.jpg,,,,,,
